product_key,product_id,product_name,category,sub_category,first_order_date,last_order_date,total_order_lines,total_orders,distinct_customers,total_sales,total_quantity,total_profit,average_line_discount,comparable_average_unit_sales,comparable_profit_margin_percentage,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,loss_making_lines
522,OFF-AR-10001227,"Newell 338","Office Supplies",Art,2025-11-10,2026-01-30,2,2,2,23.520000,8,6.350400,0.000000,2.9400000000,27.0000000000,0,0,0,0
523,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils  Medium Soft  #2","Office Supplies",Art,2023-03-30,2026-06-10,3,3,3,29.400000,14,8.232000,0.000000,2.1000000000,28.0000000000,0,0,0,0
524,OFF-AR-10001246,"Newell 317","Office Supplies",Art,2023-05-23,2026-12-21,7,7,7,79.968000,32,13.171200,0.114286,2.4990000000,16.4705882353,0,0,0,0
525,OFF-AR-10001315,"Newell 310","Office Supplies",Art,2023-11-15,2026-12-18,7,7,7,38.720000,25,7.480000,0.114286,1.5488000000,19.3181818182,0,0,0,0
526,OFF-AR-10001374,"BIC Brite Liner Highlighters  Chisel Tip","Office Supplies",Art,2023-03-04,2026-09-09,6,6,6,123.120000,21,30.585600,0.191667,5.8628571429,24.8421052632,0,0,0,0
527,OFF-AR-10001419,"Newell 325","Office Supplies",Art,2023-10-31,2026-12-22,6,6,6,128.030000,34,29.736000,0.100000,3.7655882353,23.2258064516,0,0,0,0
528,OFF-AR-10001427,"Newell 330","Office Supplies",Art,2023-03-07,2026-09-16,4,4,4,59.800000,11,9.328800,0.050000,5.4363636364,26.0000000000,0,0,1,0
529,OFF-AR-10001446,"Newell 309","Office Supplies",Art,2024-08-13,2026-12-02,5,5,5,196.350000,573,34.650000,0.120000,0.3426701571,17.6470588235,0,0,0,0
530,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils  36-Color Set","Office Supplies",Art,2024-05-03,2026-04-14,3,3,3,209.664000,7,49.795200,0.200000,29.9520000000,23.7500000000,0,0,0,0
531,OFF-AR-10001473,"Newell 313","Office Supplies",Art,2023-09-17,2024-12-11,3,3,3,28.208000,7,2.656800,0.133333,2.6240000000,27.0000000000,0,1,2,0
532,OFF-AR-10001545,"Newell 326","Office Supplies",Art,2024-12-11,2026-04-04,6,6,6,36.608000,23,7.867200,0.066667,1.5916521739,21.4903846154,0,0,0,0
533,OFF-AR-10001547,"Newell 311","Office Supplies",Art,2024-05-28,2026-09-25,10,10,8,68.118000,32,16.911700,0.060000,2.2773333333,26.4553259383,1,1,1,0
534,OFF-AR-10001573,"American Pencil","Office Supplies",Art,2023-03-21,2026-11-27,6,6,6,48.930000,21,14.189700,0.000000,2.3300000000,29.0000000000,0,0,0,0
535,OFF-AR-10001615,"Newell 34","Office Supplies",Art,2023-09-21,2026-12-25,7,7,7,460.288000,25,93.248000,0.057143,18.4115200000,20.2586206897,0,0,0,0
536,OFF-AR-10001662,"Rogers Handheld Barrel Pencil Sharpener","Office Supplies",Art,2023-01-06,2026-12-02,7,7,7,75.624000,30,15.618000,0.057143,2.5208000000,20.6521739130,0,0,0,0
537,OFF-AR-10001683,"Lumber Crayons","Office Supplies",Art,2023-10-31,2026-04-20,6,6,6,171.390000,19,32.899000,0.133333,9.0205263158,29.2982456140,0,0,1,0
538,OFF-AR-10001725,"Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies",Art,2023-04-06,2026-09-14,6,6,6,297.990000,13,67.639000,0.033333,22.9223076923,26.0000000000,0,0,1,0
539,OFF-AR-10001761,"Avery Hi-Liter Smear-Safe Highlighters","Office Supplies",Art,2024-03-16,2026-11-25,6,6,6,123.808000,24,34.105600,0.100000,5.1586666667,27.5471698113,0,0,0,0
540,OFF-AR-10001770,"Economy #2 Pencils","Office Supplies",Art,2023-03-11,2026-10-17,4,4,4,34.580000,13,8.990800,0.000000,2.6600000000,26.0000000000,0,0,0,0
541,OFF-AR-10001860,"BIC Liqua Brite Liner","Office Supplies",Art,2025-05-24,2026-12-09,6,6,6,156.844000,24,53.576800,0.066667,6.5351666667,32.0353982301,1,1,0,0
542,OFF-AR-10001868,"Prang Dustless Chalk Sticks","Office Supplies",Art,2023-04-18,2026-12-02,8,8,8,38.976000,24,18.816000,0.075000,1.6240000000,48.2758620690,0,0,0,0
543,OFF-AR-10001897,"Model L Table or Wall-Mount Pencil Sharpener","Office Supplies",Art,2023-05-06,2026-09-05,5,5,5,402.976000,24,92.108800,0.080000,16.7906666667,22.8571428571,0,0,0,0
544,OFF-AR-10001915,"Peel-Off China Markers","Office Supplies",Art,2023-03-30,2026-11-19,7,7,7,287.970000,31,109.428600,0.085714,9.2893548387,38.0000000000,0,0,0,0
545,OFF-AR-10001919,"OIC #2 Pencils  Medium Soft","Office Supplies",Art,2023-06-21,2026-09-02,7,7,7,30.832000,17,8.140400,0.057143,1.8136470588,26.4024390244,0,0,0,0
546,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils  12 Count","Office Supplies",Art,2024-11-23,2026-09-04,4,4,4,45.920000,15,17.876000,0.050000,3.0613333333,38.9285714286,0,0,0,0
547,OFF-AR-10001953,"Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies",Art,2023-06-09,2026-08-12,7,7,7,1073.112000,27,206.266200,0.114286,39.7448888889,19.2213114754,0,0,0,0
548,OFF-AR-10001954,"Newell 331","Office Supplies",Art,2023-11-28,2026-06-15,4,4,4,75.306000,17,6.699300,0.187500,4.4297647059,14.5744680851,0,0,1,0
549,OFF-AR-10001955,"Newell 319","Office Supplies",Art,2023-04-04,2026-06-11,8,8,8,511.872000,28,41.664000,0.100000,18.2811428571,8.1395348837,0,0,0,1
550,OFF-AR-10001958,"Stanley Bostitch Contemporary Electric Pencil Sharpeners","Office Supplies",Art,2024-12-24,2026-12-28,7,7,7,275.076000,19,42.789600,0.142857,14.4776842105,15.5555555556,0,0,0,0
551,OFF-AR-10001972,"Newell 323","Office Supplies",Art,2024-09-19,2026-08-29,3,3,3,21.168000,14,3.763200,0.066667,1.5120000000,17.7777777778,0,0,0,0
552,OFF-AR-10001988,"Bulldog Table or Wall-Mount Pencil Sharpener","Office Supplies",Art,2026-05-21,2026-12-16,3,3,3,77.870000,13,8.685500,0.000000,5.9900000000,29.0000000000,0,0,2,0
553,OFF-AR-10002053,"Premium Writing Pencils  Soft  #2 by Central Association for the Blind","Office Supplies",Art,2023-07-22,2026-09-03,7,7,7,81.652000,29,19.429600,0.085714,2.8155862069,23.7956204380,0,0,0,0
554,OFF-AR-10002067,"Newell 334","Office Supplies",Art,2023-07-21,2026-09-29,6,6,6,531.712000,27,135.308800,0.033333,19.6930370370,25.4477611940,0,0,0,0
555,OFF-AR-10002135,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies",Art,2023-06-01,2026-06-24,5,5,5,1166.440000,25,310.890000,0.040000,46.6576000000,26.6528925620,0,0,0,0
556,OFF-AR-10002221,"12 Colored Short Pencils","Office Supplies",Art,2023-04-25,2026-11-10,3,3,3,18.200000,8,3.016000,0.133333,2.2750000000,16.5714285714,0,0,0,0
557,OFF-AR-10002240,"Panasonic KP-150 Electric Pencil Sharpener","Office Supplies",Art,2023-11-07,2025-10-21,4,4,4,573.648000,16,126.806400,0.050000,35.8530000000,22.1052631579,0,0,0,0
558,OFF-AR-10002255,"Newell 346","Office Supplies",Art,2024-08-16,2026-06-04,5,5,5,31.104000,11,8.611200,0.040000,2.8276363636,27.6851851852,0,0,0,0
559,OFF-AR-10002257,"Eldon Spacemaker Box  Quick-Snap Lid  Clear","Office Supplies",Art,2023-12-26,2026-10-20,6,6,6,50.768000,18,9.285200,0.166667,2.8204444444,18.2894736842,0,0,0,0
560,OFF-AR-10002280,"Staples in misc. colors","Office Supplies",Art,2026-04-30,2026-12-18,2,2,2,54.348000,9,22.321500,0.100000,6.0386666667,41.0714285714,0,0,0,0
561,OFF-AR-10002335,"DIXON Oriole Pencils","Office Supplies",Art,2023-06-09,2026-11-25,6,6,6,44.892000,19,8.617200,0.100000,2.3627368421,19.1954022989,0,0,0,0
562,OFF-AR-10002375,"Newell 351","Office Supplies",Art,2023-01-20,2026-06-10,7,7,7,82.656000,26,-31.553600,0.028571,3.1790769231,-38.1746031746,0,0,0,1
563,OFF-AR-10002399,"Dixon Prang Watercolor Pencils  10-Color Set with Brush","Office Supplies",Art,2023-01-06,2026-06-15,7,7,7,110.760000,27,42.898200,0.057143,4.1022222222,38.7307692308,0,0,0,0
564,OFF-AR-10002445,"SANFORD Major Accent Highlighters","Office Supplies",Art,2023-09-02,2026-09-19,7,7,7,209.568000,30,77.880000,0.028571,6.9856000000,37.1621621622,0,0,0,0
565,OFF-AR-10002467,"Dixon Ticonderoga Pencils","Office Supplies",Art,2024-04-05,2026-03-19,3,3,3,37.548000,13,9.267800,0.066667,2.8883076923,24.6825396825,0,0,0,0
566,OFF-AR-10002578,"Newell 335","Office Supplies",Art,2023-05-07,2026-12-18,7,7,4,69.480000,21,-13.349200,0.085714,4.9628571429,-27.4326101249,2,0,2,1
567,OFF-AR-10002656,"Sanford Liquid Accent Highlighters","Office Supplies",Art,2023-06-06,2026-07-29,5,5,5,149.632000,24,48.630400,0.080000,6.2346666667,32.5000000000,0,0,0,0
568,OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener  Beige","Office Supplies",Art,2023-12-05,2023-12-05,1,1,1,1113.024000,8,111.302400,0.200000,139.1280000000,10.0000000000,0,0,0,0
569,OFF-AR-10002704,"Boston 1900 Electric Pencil Sharpener","Office Supplies",Art,2024-03-08,2024-03-08,1,1,1,14.980000,1,4.494000,0.000000,14.9800000000,30.0000000000,0,0,0,0
570,OFF-AR-10002766,"Prang Drawing Pencil Set","Office Supplies",Art,2023-06-23,2026-03-18,4,4,4,56.156000,22,11.509200,0.050000,2.5525454545,20.4950495050,0,0,0,0
571,OFF-AR-10002804,"Faber Castell Col-Erase Pencils","Office Supplies",Art,2023-08-22,2026-04-30,5,5,5,37.164000,87,14.083200,0.080000,0.4271724138,37.8947368421,0,0,0,0
572,OFF-AR-10002818,"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Office Supplies",Art,2026-10-15,2026-11-08,2,2,2,197.820000,9,26.376000,0.000000,21.9800000000,30.0000000000,0,0,1,0
573,OFF-AR-10002833,"Newell 322","Office Supplies",Art,2023-06-09,2026-07-29,6,6,6,25.116000,15,6.661200,0.066667,1.6744000000,20.6521739130,1,1,0,0
574,OFF-AR-10002952,"Stanley Contemporary Battery Pencil Sharpeners","Office Supplies",Art,2023-04-05,2024-12-06,4,4,4,146.850000,21,63.012000,0.050000,10.6800000000,14.9090909091,2,1,0,0
575,OFF-AR-10002956,"Boston 16801 Nautilus Battery Pencil Sharpener","Office Supplies",Art,2023-09-21,2026-10-19,6,6,6,444.602000,23,69.991800,0.100000,19.3305217391,15.7425742574,0,0,0,0
576,OFF-AR-10002987,"Prismacolor Color Pencil Set","Office Supplies",Art,2023-04-12,2026-12-14,7,7,7,436.480000,24,155.545600,0.085714,18.1866666667,35.6363636364,0,0,0,0
577,OFF-AR-10003045,"Prang Colored Pencils","Office Supplies",Art,2023-09-08,2026-10-27,7,7,7,90.552000,32,36.603000,0.057143,2.8297500000,43.8380281690,0,0,1,0
578,OFF-AR-10003056,"Newell 341","Office Supplies",Art,2023-06-21,2026-04-28,7,7,7,96.728000,23,26.835600,0.028571,4.2055652174,27.7433628319,0,0,0,0
579,OFF-AR-10003087,"Staples in misc. colors","Office Supplies",Art,2024-12-10,2026-03-25,3,3,3,17.800000,15,5.197600,0.066667,1.7800000000,28.0000000000,1,0,1,0
580,OFF-AR-10003156,"50 Colored Long Pencils","Office Supplies",Art,2023-11-11,2026-04-07,5,5,5,138.176000,14,32.918400,0.040000,9.8697142857,23.8235294118,0,0,0,0
581,OFF-AR-10003158,"Fluorescent Highlighters by Dixon","Office Supplies",Art,2023-07-12,2026-09-13,5,5,5,90.744000,26,22.447200,0.120000,3.4901538462,24.7368421053,0,0,0,0
582,OFF-AR-10003179,"Dixon Ticonderoga Core-Lock Colored Pencils","Office Supplies",Art,2023-01-27,2026-10-22,7,7,7,229.572000,28,58.668400,0.114286,8.1990000000,25.5555555556,0,0,0,0
583,OFF-AR-10003183,"Avery Fluorescent Highlighter Four-Color Set","Office Supplies",Art,2023-03-18,2026-12-18,12,12,8,92.184000,32,15.352000,0.145833,2.8807500000,17.9547155689,0,0,1,0
584,OFF-AR-10003190,"Newell 32","Office Supplies",Art,2023-07-22,2025-04-22,6,6,6,40.320000,17,11.980800,0.033333,2.8800000000,28.0000000000,1,0,0,0
585,OFF-AR-10003217,"Newell 316","Office Supplies",Art,2024-03-22,2025-05-03,2,2,2,19.560000,11,8.215200,0.100000,4.8900000000,28.0000000000,1,0,0,0
586,OFF-AR-10003251,"Prang Drawing Pencil Set","Office Supplies",Art,2023-07-09,2026-10-20,7,7,7,43.924000,254,15.568000,0.085714,0.1729291339,35.4430379747,0,0,0,0
587,OFF-AR-10003338,"Eberhard Faber 3 1/2" Golf Pencils","Office Supplies",Art,2023-03-25,2026-09-10,9,9,7,157.532000,23,20.334200,0.044444,6.8492173913,19.2828964837,0,0,2,0
588,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener  1670","Office Supplies",Art,2023-12-28,2026-11-19,7,7,7,873.636000,32,149.943200,0.114286,27.3011250000,17.1631205674,0,0,0,0
589,OFF-AR-10003394,"Newell 332","Office Supplies",Art,2023-12-22,2026-11-21,5,5,5,67.032000,24,15.523200,0.040000,2.7930000000,23.1578947368,0,0,0,0
590,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil  #2","Office Supplies",Art,2023-06-29,2026-05-30,4,4,4,95.940000,19,6.844500,0.150000,5.0494736842,11.2500000000,0,0,1,0
591,OFF-AR-10003469,"Nontoxic Chalk","Office Supplies",Art,2023-06-20,2026-11-02,8,8,8,38.720000,24,18.233600,0.075000,1.6133333333,43.2727272727,1,1,0,0
592,OFF-AR-10003477,"4009 Highlighters","Office Supplies",Art,2025-01-23,2025-01-23,1,1,1,8.040000,6,2.733600,0.000000,1.3400000000,34.0000000000,0,0,0,0
593,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack","Office Supplies",Art,2023-01-05,2026-10-02,6,6,6,219.780000,31,68.376000,0.100000,7.0896774194,31.1111111111,0,0,0,0
594,OFF-AR-10003481,"Newell 348","Office Supplies",Art,2023-07-20,2026-05-11,6,6,6,65.600000,24,9.708800,0.166667,2.7333333333,14.8000000000,0,0,0,0
595,OFF-AR-10003504,"Newell 347","Office Supplies",Art,2023-04-26,2026-11-26,7,7,7,127.544000,32,30.302400,0.085714,3.9857500000,23.7583892617,0,0,0,0
596,OFF-AR-10003514,"4009 Highlighters by Sanford","Office Supplies",Art,2023-01-13,2026-10-30,8,8,8,171.140000,44,53.809600,0.050000,3.8895454545,31.4418604651,0,0,0,0
597,OFF-AR-10003560,"Zebra Zazzle Fluorescent Highlighters","Office Supplies",Art,2023-02-27,2026-08-25,6,6,6,100.928000,20,20.672000,0.166667,5.0464000000,20.4819277108,0,0,0,0
598,OFF-AR-10003582,"Boston Electric Pencil Sharpener  Model 1818  Charcoal Black","Office Supplies",Art,2023-11-11,2026-11-14,8,8,8,523.590000,20,118.230000,0.075000,26.1795000000,22.5806451613,0,0,0,0
599,OFF-AR-10003602,"Quartet Omega Colored Chalk  12/Pack","Office Supplies",Art,2024-08-21,2026-09-09,7,7,7,80.592000,15,29.433600,0.085714,5.3728000000,44.2105263158,0,0,2,0
600,OFF-AR-10003631,"Staples in misc. colors","Office Supplies",Art,2023-02-17,2026-01-20,4,4,4,123.904000,30,21.586400,0.100000,4.1301333333,23.2291666667,0,0,1,0
601,OFF-AR-10003651,"Newell 350","Office Supplies",Art,2023-05-05,2026-10-31,6,6,6,62.320000,20,15.744000,0.125000,3.1160000000,25.2631578947,0,0,0,0
602,OFF-AR-10003696,"Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop","Office Supplies",Art,2024-03-01,2026-12-29,5,5,4,230.836000,13,72.082400,0.120000,13.5006153846,26.8823753661,1,2,0,0
603,OFF-AR-10003723,"Avery Hi-Liter Fluorescent Desk Style Markers","Office Supplies",Art,2023-03-14,2026-12-04,6,6,2,94.040000,25,-54.106800,0.000000,4.7020000000,-64.1852403233,1,0,0,1
604,OFF-AR-10003727,"Berol Giant Pencil Sharpener","Office Supplies",Art,2025-03-04,2026-10-02,4,4,4,237.860000,16,49.780700,0.100000,14.8662500000,18.8571428571,1,1,0,0
605,OFF-AR-10003732,"Newell 333","Office Supplies",Art,2023-03-17,2026-09-25,11,11,11,82.288000,189,18.514800,0.054545,0.4353862434,22.5000000000,1,1,1,0
606,OFF-AR-10003752,"Deluxe Chalkboard Eraser Cleaner","Office Supplies",Art,2023-06-09,2026-03-18,5,5,5,182.490000,17,70.455000,0.080000,10.7347058824,42.9577464789,0,0,1,0
607,OFF-AR-10003759,"Crayola Anti Dust Chalk  12/Pack","Office Supplies",Art,2024-11-21,2026-11-24,7,7,7,59.696000,35,4.823000,0.085714,1.7056000000,8.0792682927,0,0,0,1
608,OFF-AR-10003770,"Newell 340","Office Supplies",Art,2023-08-26,2025-11-19,2,2,2,25.920000,9,7.516800,0.000000,2.8800000000,29.0000000000,0,0,0,0
609,OFF-AR-10003772,"Boston 16750 Black Compact Battery Pencil Sharpener","Office Supplies",Art,2023-06-16,2025-11-03,2,2,2,NULL,5,13.125000,0.000000,NULL,NULL,2,0,0,0
610,OFF-AR-10003811,"Newell 327","Office Supplies",Art,2023-01-20,2026-12-21,4,4,4,39.780000,18,10.740600,0.000000,2.2100000000,27.0000000000,0,0,0,0
611,OFF-AR-10003829,"Newell 35","Office Supplies",Art,2023-03-17,2026-09-09,9,9,9,72.160000,30,21.516800,0.066667,3.2800000000,29.0000000000,3,0,2,0
612,OFF-AR-10003856,"Newell 344","Office Supplies",Art,2024-03-16,2026-12-03,6,6,6,45.592000,18,8.562400,0.066667,2.5328888889,18.7804878049,0,0,0,0
613,OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter  Yellow Ink","Office Supplies",Art,2023-09-22,2026-11-19,2,2,2,26.080000,9,9.649600,0.100000,2.8977777778,37.0000000000,0,0,0,0
614,OFF-AR-10003896,"Stride Job 150 Highlighters  Chisel Tip  Assorted Colors","Office Supplies",Art,2026-09-22,2026-09-22,1,1,1,17.940000,3,6.458400,0.000000,5.9800000000,36.0000000000,0,0,0,0
615,OFF-AR-10003903,"Sanford 52201 APSCO Electric Pencil Sharpener","Office Supplies",Art,2023-08-11,2026-12-02,4,4,4,565.386000,14,140.936800,0.050000,40.3847142857,24.9275362319,0,0,0,0
616,OFF-AR-10003958,"Newell 337","Office Supplies",Art,2025-01-05,2026-03-10,2,2,2,10.496000,4,1.180800,0.200000,2.6240000000,11.2500000000,0,0,0,0
617,OFF-AR-10003986,"Avery Hi-Liter Pen Style Six-Color Fluorescent Set","Office Supplies",Art,2025-07-02,2025-07-02,1,1,1,7.700000,2,3.157000,0.000000,3.8500000000,41.0000000000,0,0,0,0
618,OFF-AR-10004010,"Hunt Boston Vacuum Mount KS Pencil Sharpener","Office Supplies",Art,2023-04-30,2026-11-03,5,5,5,671.808000,20,153.956000,0.080000,33.5904000000,22.9166666667,0,0,0,0
619,OFF-AR-10004022,"Panasonic KP-380BK Classic Electric Pencil Sharpener","Office Supplies",Art,2024-05-01,2026-12-02,6,6,6,705.208000,22,111.538000,0.100000,32.0549090909,15.8163265306,0,0,0,0
620,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter  Chisel Tip  Yellow  12/Box","Office Supplies",Art,2023-03-21,2026-07-08,3,3,3,17.640000,8,5.745600,0.133333,2.2050000000,32.5714285714,0,0,0,0
621,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners  Putty/Woodgrain","Office Supplies",Art,2023-09-01,2026-07-14,6,6,6,496.248000,30,103.564800,0.066667,16.5416000000,25.2631578947,0,0,1,0
622,OFF-AR-10004062,"Staples in misc. colors","Office Supplies",Art,2024-06-25,2026-08-07,3,3,3,157.200000,15,39.300000,0.000000,10.4800000000,25.0000000000,0,0,0,0
623,OFF-AR-10004078,"Newell 312","Office Supplies",Art,2023-01-09,2026-08-12,11,11,11,234.768000,49,34.456000,0.163636,4.7911836735,14.6766169154,0,0,0,0
624,OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter  Chisel Tip  Yellow","Office Supplies",Art,2023-08-05,2025-08-26,3,3,3,25.992000,12,10.670400,0.066667,2.1660000000,41.0526315789,0,0,0,0
625,OFF-AR-10004260,"Boston 1799 Powerhouse Electric Pencil Sharpener","Office Supplies",Art,2026-06-13,2026-11-11,3,3,3,389.700000,15,7.274400,0.000000,25.9800000000,28.0000000000,0,0,2,0
626,OFF-AR-10004269,"Newell 31","Office Supplies",Art,2023-12-20,2025-12-30,5,5,5,94.990000,24,23.623600,0.040000,3.9579166667,24.8695652174,0,0,0,0
627,OFF-AR-10004272,"Newell 308","Office Supplies",Art,2023-03-26,2024-10-31,2,2,2,8.400000,5,0.840000,0.000000,1.6800000000,25.0000000000,0,0,1,0
628,OFF-AR-10004344,"Bulldog Vacuum Base Pencil Sharpener","Office Supplies",Art,2023-08-12,2026-12-02,6,6,6,330.924000,31,51.197300,0.100000,10.6749677419,21.7857142857,0,0,2,0
629,OFF-AR-10004441,"BIC Brite Liner Highlighters","Office Supplies",Art,2023-09-08,2026-12-27,7,7,7,86.112000,23,30.884400,0.085714,3.7440000000,35.8653846154,0,0,0,0
630,OFF-AR-10004456,"Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Office Supplies",Art,2023-01-20,2026-05-11,4,4,4,234.240000,16,67.929600,0.000000,14.6400000000,29.0000000000,0,0,0,0
631,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils  12/Pack","Office Supplies",Art,2023-05-20,2023-06-02,2,2,2,47.080000,11,14.594800,0.000000,4.2800000000,31.0000000000,0,0,0,0
632,OFF-AR-10004582,"BIC Brite Liner Grip Highlighters","Office Supplies",Art,2023-06-30,2026-11-28,5,5,5,24.272000,17,6.068000,0.080000,1.4277647059,40.2173913043,0,0,1,0
633,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter  Drive Gear & Gear Rack for 1606","Office Supplies",Art,2023-08-08,2026-08-08,6,6,2,185.078000,9,43.879200,0.125000,19.8300000000,30.1745313510,0,1,1,0
634,OFF-AR-10004602,"Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies",Art,2023-08-05,2026-11-20,7,7,7,533.368000,16,-366.000800,0.057143,22.9900000000,-68.6206896552,0,2,0,1
635,OFF-AR-10004648,"Boston 19500 Mighty Mite Electric Pencil Sharpener","Office Supplies",Art,2024-09-11,2026-01-30,4,4,4,161.200000,8,92.488500,0.000000,20.1500000000,27.0000000000,1,1,0,0
636,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils  8-Color Set","Office Supplies",Art,2023-03-21,2026-11-02,7,7,7,46.300000,14,17.686600,0.057143,4.6300000000,33.0000000000,3,1,1,0
637,OFF-AR-10004691,"Boston 1730 StandUp Electric Pencil Sharpener","Office Supplies",Art,2024-01-09,2026-06-12,3,3,3,171.040000,8,44.470400,0.000000,21.3800000000,26.0000000000,0,0,0,0
638,OFF-AR-10004707,"Staples in misc. colors","Office Supplies",Art,2023-11-25,2026-12-28,2,2,2,9.920000,4,3.472000,0.000000,2.4800000000,35.0000000000,0,0,0,0
639,OFF-AR-10004752,"Blackstonian Pencils","Office Supplies",Art,2023-04-28,2026-05-06,4,4,4,49.128000,19,12.602400,0.050000,2.5856842105,25.6521739130,0,0,0,0
640,OFF-AR-10004757,"Crayola Colored Pencils","Office Supplies",Art,2023-04-05,2026-12-09,11,11,11,120.704000,40,32.800000,0.109091,3.0176000000,27.1739130435,0,0,0,0
641,OFF-AR-10004790,"Staples in misc. colors","Office Supplies",Art,2026-10-06,2026-11-20,2,2,2,47.880000,5,2.992500,0.200000,9.5760000000,6.2500000000,0,0,0,0
642,OFF-AR-10004817,"Colorific Watercolor Pencils","Office Supplies",Art,2024-07-04,2026-10-03,3,3,3,51.600000,11,11.300400,0.066667,4.6909090909,21.9000000000,0,0,0,0
643,OFF-AR-10004930,"Turquoise Lead Holder with Pocket Clip","Office Supplies",Art,2023-08-19,2025-09-17,3,3,3,37.520000,6,10.586000,0.066667,6.2533333333,28.2142857143,0,0,0,0
644,OFF-AR-10004956,"Newell 33","Office Supplies",Art,2025-03-21,2026-10-21,3,3,3,47.988000,10,8.370000,0.316667,4.7988000000,17.4418604651,0,0,0,0
645,OFF-AR-10004974,"Newell 342","Office Supplies",Art,2025-04-01,2025-04-01,1,1,1,9.840000,3,2.853600,0.000000,3.2800000000,29.0000000000,0,0,0,0
646,OFF-AR-10004999,"Newell 315","Office Supplies",Art,2023-07-14,2025-11-10,6,6,6,145.912000,25,33.787000,0.033333,5.8364800000,23.1557377049,0,0,0,0
647,OFF-BI-10000014,"Heavy-Duty E-Z-D Binders","Office Supplies",Binders,2024-09-13,2026-12-10,8,8,8,176.742000,29,9.055300,0.500000,6.0945517241,5.1234567901,0,0,0,5
648,OFF-BI-10000042,"Pressboard Data Binder  Crimson  12" X 8 1/2"","Office Supplies",Binders,2023-04-01,2025-07-17,3,3,3,33.108000,9,7.155600,0.366667,3.6786666667,21.6129032258,0,0,0,1
649,OFF-BI-10000050,"Angle-D Binders with Locking Rings  Label Holders","Office Supplies",Binders,2023-09-07,2026-12-11,10,10,10,181.770000,42,35.332000,0.330000,5.8635483871,34.0160642570,2,0,0,3
650,OFF-BI-10000069,"GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb","Office Supplies",Binders,2023-06-21,2026-11-20,8,7,7,433.789000,38,-321.814400,0.337500,11.4155000000,-74.1868512111,0,0,0,4
651,OFF-BI-10000088,"GBC Imprintable Covers","Office Supplies",Binders,2024-03-19,2026-12-09,8,8,8,241.560000,36,39.967200,0.362500,6.7100000000,16.5454545455,0,0,0,3
652,OFF-BI-10000136,"Avery Non-Stick Heavy Duty View Round Locking Ring Binders","Office Supplies",Binders,2023-03-17,2023-10-16,3,3,3,68.172000,12,25.833600,0.066667,5.6810000000,48.0000000000,0,0,1,0
653,OFF-BI-10000138,"Acco Translucent Poly Ring Binders","Office Supplies",Binders,2023-08-12,2026-09-02,8,8,8,88.920000,663,16.286400,0.312500,0.1347272727,23.3684210526,1,0,0,2
654,OFF-BI-10000145,"Zipper Ring Binder Pockets","Office Supplies",Binders,2023-04-01,2026-12-05,13,13,13,81.744000,44,11.731200,0.376923,1.8578181818,14.3511450382,0,0,0,6
655,OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear","Office Supplies",Binders,2023-06-29,2026-12-14,9,9,9,173.420000,43,50.228000,0.288889,4.0330232558,25.2173913043,1,1,0,2
656,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters  Black  2/Pack","Office Supplies",Binders,2023-11-07,2026-12-24,6,6,6,23.616000,22,-4.920000,0.616667,1.0734545455,-14.5833333333,1,1,0,5
657,OFF-BI-10000216,"Mead 1st Gear 2" Zipper Binder  Asst. Colors","Office Supplies",Binders,2026-08-07,2026-11-24,3,3,3,54.474000,6,-3.891000,0.533333,3.8910000000,-7.1428571429,0,1,0,2
658,OFF-BI-10000279,"Acco Recycled 2" Capacity Laser Printer Hanging Data Binders","Office Supplies",Binders,2025-05-17,2026-12-09,4,4,4,85.255000,10,8.670000,0.475000,8.5255000000,10.1694915254,0,0,0,2
