region,country,state,city,distinct_postal_codes,total_orders,distinct_customers,total_order_lines,total_sales,total_quantity,total_profit,average_complete_order_value,comparable_profit_margin_percentage,average_shipping_days,minimum_shipping_days,maximum_shipping_days,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,orders_with_unknown_sales,orders_with_unknown_profit,complete_loss_making_orders
Central,"United States",Wisconsin,Waukesha,1,1,1,1,54.500000,5,14.170000,54.5000000000,26.0000000000,7.0000,7,7,0,0,0,0,0,0
Central,"United States",Wisconsin,Wausau,1,1,1,4,317.480000,14,90.430600,317.4800000000,28.4838729999,5.0000,5,5,0,0,0,0,0,0
Central,"United States",Wisconsin,"West Allis",1,1,1,2,250.480000,5,28.370800,250.4800000000,11.3265729799,5.0000,5,5,0,0,0,0,0,0
East,Canada,"New Brunswick",Moncton,1,7,1,8,225.696000,48,-76.582200,32.2422857143,-36.6015714613,4.0000,4,4,0,0,1,0,1,4
East,Canada,"Newfoundland and Labrador","St. John's",1,5,1,6,416.080000,45,186.676000,104.0200000000,36.3539703903,7.0000,5,11,1,0,0,1,0,0
East,Canada,"Nova Scotia",Halifax,1,6,1,6,382.144000,26,-52.742000,63.6906666667,-13.8016035840,3.3333,2,4,0,0,0,0,0,4
East,Canada,Ontario,Toronto,4,17,5,58,6482.430000,230,1844.161000,395.6400000000,31.6236543741,3.0000,2,5,1,2,3,1,3,0
East,Canada,"Prince Edward Island",Charlottetown,1,4,1,10,944.222000,38,329.353000,271.9790000000,30.2737527530,4.5000,4,5,2,0,0,2,0,2
East,Canada,Quebec,Montreal,3,26,10,34,3049.566000,94,-1440.096200,118.7836800000,-57.0837472359,4.3462,0,7,1,1,3,1,3,2
East,Canada,Quebec,"Quebec City",1,9,3,16,705.988000,47,-0.488200,85.7985000000,-6.7244387694,4.4444,2,7,1,1,1,1,1,2
East,"United States",Connecticut,Bristol,1,3,3,8,810.770000,17,208.156700,179.6750000000,29.8205927369,4.0000,2,5,1,0,0,1,0,0
East,"United States",Connecticut,Danbury,1,1,1,1,27.460000,2,9.885600,27.4600000000,36.0000000000,7.0000,7,7,0,0,0,0,0,0
East,"United States",Connecticut,Fairfield,1,12,12,19,4935.577000,80,1221.622600,411.2980833333,24.7513634171,3.2500,0,5,0,0,0,0,0,1
East,"United States",Connecticut,Manchester,1,4,4,11,2126.280000,42,600.505400,531.5700000000,28.2420659556,3.5000,0,6,0,0,0,0,0,0
East,"United States",Connecticut,Meriden,1,5,5,11,1550.680000,27,175.550200,310.1360000000,45.3921992199,3.4000,2,5,0,1,1,0,1,0
East,"United States",Connecticut,Middletown,1,7,6,9,1154.610000,28,157.615900,164.9442857143,13.6510076996,3.8571,0,7,0,0,0,0,0,0
East,"United States",Connecticut,Milford,1,3,3,6,961.740000,30,-767.586000,320.5800000000,-79.8122153597,2.3333,0,4,0,0,0,0,0,1
East,"United States",Connecticut,Norwich,1,4,4,4,43.900000,12,164.089600,14.6333333333,44.9544419134,5.0000,2,7,1,0,0,1,0,0
East,"United States",Connecticut,Shelton,1,1,1,2,73.330000,5,21.405300,73.3300000000,29.1903722896,2.0000,2,2,0,0,0,0,0,0
East,"United States",Connecticut,Waterbury,1,5,5,11,1326.060000,33,338.935500,265.2120000000,25.5595900638,4.4000,1,6,0,0,0,0,0,0
East,"United States",Delaware,Dover,1,6,6,9,449.120000,22,47.090000,74.8533333333,26.7324542748,4.1667,2,5,0,0,2,0,2,0
East,"United States",Delaware,Newark,1,29,28,60,9918.180000,763,6495.281100,367.3400000000,19.8084615921,4.6207,0,6,2,3,5,2,5,1
East,"United States",Delaware,Wilmington,1,9,9,27,5060.459000,120,1345.799900,475.2598333333,23.8468550380,3.5556,1,7,3,0,2,3,2,1
East,"United States","District of Columbia",Washington,1,4,4,10,1465.660000,37,1040.350900,55.8400000000,39.0000000000,5.5000,5,6,2,1,1,2,1,0
East,"United States",Maine,Bangor,1,2,2,5,1164.450000,29,422.220400,582.2250000000,36.2592125038,4.5000,4,5,0,0,0,0,0,0
East,"United States",Maine,Lewiston,1,1,1,3,106.080000,6,32.265800,106.0800000000,30.4164781297,6.0000,6,6,0,0,0,0,0,0
East,"United States",Maryland,Baltimore,1,21,21,43,5397.272000,175,1523.950200,270.9627368421,26.1204018695,4.2381,1,7,2,1,2,2,2,2
East,"United States",Maryland,Clinton,1,10,10,29,5514.251000,119,1266.269700,551.4251000000,25.8036573501,3.4000,0,5,0,0,1,0,1,1
East,"United States",Maryland,Columbia,1,9,9,23,10684.950000,90,3775.223700,1320.9837500000,34.0869494042,3.5556,0,6,1,0,0,1,0,0
East,"United States",Maryland,Gaithersburg,1,1,1,2,405.920000,5,105.541000,405.9200000000,26.0004434371,5.0000,5,5,0,0,0,0,0,0
East,"United States",Maryland,Hagerstown,1,1,1,1,43.800000,6,20.586000,43.8000000000,47.0000000000,4.0000,4,4,0,0,0,0,0,0
East,"United States",Maryland,Laurel,1,1,1,2,152.590000,3,46.173300,152.5900000000,30.2597155777,4.0000,4,4,0,1,0,0,0,0
East,"United States",Maryland,Rockville,1,3,3,5,469.770000,11,133.214700,156.5900000000,28.3574302318,4.3333,3,6,0,0,0,0,0,0
East,"United States",Massachusetts,Andover,1,1,1,4,384.050000,13,124.188600,NULL,NULL,3.0000,3,3,1,0,0,1,0,0
East,"United States",Massachusetts,Beverly,1,1,1,3,2583.190000,15,654.919400,2583.1900000000,25.3531253992,4.0000,4,4,0,0,0,0,0,0
East,"United States",Massachusetts,Cambridge,1,3,3,6,475.370000,414,173.727600,205.7450000000,33.3076380957,3.3333,3,4,1,0,0,1,0,0
East,"United States",Massachusetts,Everett,1,8,8,21,5574.278000,478,433.393800,796.3254285714,1.4441342051,3.3750,2,5,1,0,1,1,1,1
East,"United States",Massachusetts,Franklin,1,9,9,17,5473.819000,60,-1318.358000,518.2623750000,-41.6828589959,4.1111,0,7,1,0,0,1,0,3
East,"United States",Massachusetts,Holyoke,1,1,1,1,301.960000,2,NULL,301.9600000000,NULL,5.0000,5,5,0,0,1,0,1,0
East,"United States",Massachusetts,Lawrence,1,15,15,33,7244.952000,114,-759.766500,440.1601428571,-31.1731573825,3.9333,0,7,1,0,5,1,5,1
East,"United States",Massachusetts,Leominster,1,2,2,6,217.490000,20,69.277600,108.7450000000,35.3645757228,4.5000,4,5,0,0,1,0,1,0
East,"United States",Massachusetts,Lowell,1,7,7,16,4837.930000,60,1312.571700,691.1328571429,27.1308534849,2.8571,1,5,0,0,0,0,0,0
East,"United States",Massachusetts,Malden,1,2,2,3,228.380000,9,31.169200,114.1900000000,13.6479551624,6.0000,6,6,0,0,0,0,0,0
East,"United States",Massachusetts,Marlborough,1,1,1,2,206.640000,6,67.606800,206.6400000000,32.7171893148,5.0000,5,5,0,0,0,0,0,0
East,"United States",Massachusetts,"New Bedford",1,4,4,5,235.970000,22,50.486100,58.9925000000,21.3951349748,4.7500,4,7,0,0,0,0,0,0
East,"United States",Massachusetts,Quincy,1,5,5,11,946.175000,44,193.241700,189.2350000000,29.1590955388,3.8000,0,6,0,0,2,0,1,0
East,"United States",Massachusetts,Revere,1,3,3,7,833.260000,735,152.305400,277.7533333333,18.2782564866,5.3333,4,7,0,0,0,0,0,1
East,"United States","New Hampshire",Concord,1,10,10,15,2827.630000,64,776.625500,282.7630000000,29.9995463171,3.2000,1,6,0,0,1,0,1,0
East,"United States","New Hampshire",Dover,1,5,5,10,4365.774000,53,905.363100,294.7733333333,44.9101908811,3.8000,2,5,2,0,0,2,0,0
East,"United States","New Hampshire",Nashua,1,2,2,2,35.940000,10,13.512600,17.9700000000,37.5976627713,4.5000,2,7,0,0,0,0,0,0
East,"United States","New Jersey","Atlantic City",1,1,1,1,23.360000,2,11.680000,23.3600000000,50.0000000000,4.0000,4,4,0,0,0,0,0,0
East,"United States","New Jersey",Bayonne,1,1,1,3,183.400000,9,79.403000,183.4000000000,43.2949836423,3.0000,3,3,0,0,0,0,0,0
East,"United States","New Jersey",Belleville,1,4,4,10,1891.600000,32,283.649200,472.9000000000,14.9951998308,5.5000,4,7,0,0,0,0,0,0
East,"United States","New Jersey",Bridgeton,1,1,1,2,52.410000,6,3.441600,52.4100000000,6.5666857470,4.0000,4,4,0,0,0,0,0,0
East,"United States","New Jersey",Clifton,1,1,1,2,336.820000,9,98.588400,336.8200000000,29.2703521169,3.0000,3,3,0,0,0,0,0,0
East,"United States","New Jersey","East Orange",1,2,2,5,377.270000,20,174.619100,188.6350000000,46.2849153126,3.5000,3,4,0,0,0,0,0,0
East,"United States","New Jersey",Hackensack,1,2,2,6,1456.160000,28,451.254700,728.0800000000,30.9893624327,5.0000,4,6,0,0,0,0,0,0
East,"United States","New Jersey",Lakewood,1,11,11,24,14852.040000,86,1160.691700,1350.1854545455,20.0375014212,3.7273,1,6,0,1,1,0,1,0
East,"United States","New Jersey",Linden,1,1,1,1,115.360000,7,49.604800,115.3600000000,43.0000000000,5.0000,5,5,0,0,0,0,0,0
East,"United States","New Jersey",Morristown,1,5,5,7,5033.100000,31,1612.627100,1006.6200000000,35.4741173477,5.4000,4,6,0,0,1,0,1,0
East,"United States","New Jersey","New Brunswick",1,1,1,2,14.770000,3,7.156700,14.7700000000,48.4542992552,5.0000,5,5,0,0,0,0,0,0
East,"United States","New Jersey",Orange,1,5,5,6,211.110000,17,66.569800,42.2220000000,31.5332291223,3.0000,0,5,0,0,0,0,0,0
East,"United States","New Jersey",Passaic,1,1,1,6,1387.800000,24,356.818600,NULL,NULL,5.0000,5,5,1,0,0,1,0,0
East,"United States","New Jersey",Paterson,1,6,6,20,1657.690000,138,694.935000,458.7000000000,37.3758229780,4.3333,2,7,4,1,1,4,1,0
East,"United States","New Jersey","Perth Amboy",1,4,4,8,1717.080000,22,633.644000,429.2700000000,36.9024157290,4.0000,3,6,0,0,0,0,0,0
East,"United States","New Jersey",Plainfield,1,7,7,13,4206.930000,365,1235.665700,607.2550000000,28.8096241831,4.7143,2,6,1,0,0,1,0,0
East,"United States","New Jersey",Vineland,1,4,4,8,647.966000,24,62.251800,161.9915000000,9.6072633441,4.7500,2,7,0,0,0,0,0,1
East,"United States","New Jersey",Westfield,1,4,4,6,519.720000,16,153.175800,129.9300000000,29.4727545601,5.2500,4,7,0,0,0,0,0,0
East,"United States","New York",Auburn,1,6,6,17,1384.158000,63,156.334500,230.6930000000,10.0561635425,3.8333,2,6,0,0,2,0,2,1
East,"United States","New York",Buffalo,1,7,7,10,6910.720000,46,-169.464800,483.8133333333,-4.1120128975,4.0000,2,7,1,0,1,1,1,1
East,"United States","New York",Freeport,1,4,4,6,475.510000,17,107.361800,154.1533333333,18.8152056394,3.0000,0,6,1,0,0,1,0,0
East,"United States","New York",Hempstead,1,4,4,11,2526.146000,48,560.731400,839.5300000000,28.9788453063,4.7500,2,6,2,1,1,2,1,0
East,"United States","New York",Jamestown,1,2,2,2,4708.790000,9,1285.771500,2354.3950000000,27.3057728206,4.5000,4,5,0,0,0,0,0,0
East,"United States","New York",Lindenhurst,1,1,1,1,55.480000,1,26.630400,55.4800000000,48.0000000000,4.0000,4,4,0,0,0,0,0,0
East,"United States","New York","Long Beach",1,22,22,34,8478.350000,140,1362.535000,366.4186000000,22.4328868676,4.0909,0,6,2,1,0,2,0,2
East,"United States","New York","Mount Vernon",1,5,5,8,2119.632000,33,662.514600,423.9264000000,31.2561142689,4.6000,4,6,0,0,0,0,0,0
East,"United States","New York","New Rochelle",1,5,5,9,623.446000,27,368.411000,140.6815000000,35.8798775958,5.0000,1,7,1,0,0,1,0,0
East,"United States","New York","New York City",4,450,355,915,235605.362000,6195,36280.336200,522.0045866337,12.8566960670,4.0267,0,7,51,17,48,46,44,26
East,"United States","New York","Niagara Falls",1,2,2,3,199.842000,12,59.238300,99.9210000000,29.6425676284,4.5000,3,6,0,0,0,0,0,0
East,"United States","New York",Oceanside,1,8,8,22,3851.126000,82,324.575800,481.3907500000,9.0012292049,4.1250,2,7,0,0,1,0,1,0
East,"United States","New York",Rochester,1,20,20,36,6017.130000,120,1213.636400,300.8565000000,19.1219702963,4.5000,0,7,0,0,1,0,1,2
East,"United States","New York",Rome,1,3,3,6,534.852000,22,136.331200,178.2840000000,30.7073000428,5.6667,4,7,0,0,1,0,1,0
East,"United States","New York",Troy,1,6,6,15,1326.556000,55,330.435500,221.0926666667,24.9092763517,3.5000,1,6,0,1,0,0,0,0
East,"United States","New York",Utica,1,4,4,8,655.040000,33,188.559600,163.7600000000,28.7859672692,2.0000,0,4,0,0,0,0,0,0
East,"United States","New York",Watertown,1,7,7,10,4044.998000,35,907.007200,577.8568571429,22.4229332128,4.7143,2,7,0,0,0,0,0,0
East,"United States","New York",Yonkers,1,6,6,15,7657.666000,57,2767.755700,1276.2776666667,36.1435938836,4.6667,3,7,0,0,0,0,0,0
East,"United States",Ohio,Akron,1,10,10,21,2729.986000,65,-186.635600,272.9986000000,-6.8365039235,3.9000,2,6,0,0,0,0,0,6
East,"United States",Ohio,"Bowling Green",1,4,4,8,1865.565000,260,149.944900,466.3912500000,8.0375060638,4.2500,2,5,0,1,0,0,0,1
East,"United States",Ohio,Cincinnati,1,12,12,17,1611.976000,58,170.235900,134.3313333333,11.5716823125,3.0833,0,7,0,0,1,0,1,2
East,"United States",Ohio,Cleveland,1,21,21,42,5581.765000,136,-771.880300,275.6502631579,-11.8279879765,3.4286,0,6,3,1,4,2,4,10
East,"United States",Ohio,Columbus,1,55,52,120,15557.924000,1645,-672.924100,291.4656923077,-2.1662549733,3.6545,0,7,3,1,9,3,9,20
East,"United States",Ohio,"Cuyahoga Falls",1,3,3,3,26.880000,10,-13.828000,13.4400000000,-66.6666666667,4.0000,2,6,1,1,1,1,1,2
East,"United States",Ohio,Dublin,1,5,5,13,2211.688000,209,-353.098500,726.7153333333,-26.0027298640,3.6000,2,6,2,0,1,2,1,3
East,"United States",Ohio,Elyria,1,1,1,1,1.824000,1,-1.398400,1.8240000000,-76.6666666667,4.0000,4,4,0,0,0,0,0,1
East,"United States",Ohio,Fairfield,1,10,10,17,3077.697000,75,-129.288100,307.7697000000,-4.2008066421,3.6000,0,6,0,0,0,0,0,5
East,"United States",Ohio,"Grove City",1,1,1,2,123.588000,12,13.195200,123.5880000000,10.6767647344,3.0000,3,3,0,0,0,0,0,0
East,"United States",Ohio,Hamilton,1,3,3,4,196.896000,13,-9.385000,190.8480000000,-11.2500000000,5.3333,4,7,2,0,0,2,0,1
East,"United States",Ohio,Kent,1,3,3,5,346.302000,15,-11.300700,115.4340000000,-3.2632499957,3.6667,2,6,0,1,0,0,0,1
East,"United States",Ohio,Lakewood,1,13,13,17,1159.420000,76,-368.372700,128.8244444444,-26.3226774348,4.0000,2,7,4,0,2,4,2,6
East,"United States",Ohio,Lancaster,1,15,15,31,8148.433000,593,-7150.090800,620.7787500000,-97.0226617240,3.6667,2,7,3,1,1,3,1,8
East,"United States",Ohio,Lorain,1,5,5,9,2015.111000,28,-618.591600,403.0222000000,-43.1253744265,3.0000,0,5,0,1,1,0,1,1
East,"United States",Ohio,Marion,1,8,8,14,2522.422000,41,-561.228800,335.6450000000,20.0742805635,3.6250,0,7,2,0,3,2,3,2
East,"United States",Ohio,Mason,1,1,1,3,91.132000,5,-4.235200,NULL,NULL,2.0000,2,2,1,1,0,1,0,1
East,"United States",Ohio,Medina,1,3,3,9,2477.722000,38,-1343.044600,825.9073333333,-54.2048139380,5.0000,4,7,0,0,0,0,0,3
East,"United States",Ohio,Mentor,1,1,1,6,693.130000,15,-123.274200,693.1300000000,-17.7851485291,0.0000,0,0,0,0,0,0,0,1
East,"United States",Ohio,Newark,1,16,16,35,8128.069000,135,-2361.414500,508.0043125000,-7.9239247277,3.1250,0,6,0,1,1,0,1,6
East,"United States",Ohio,Parma,1,4,4,10,3874.508000,40,31.061800,1281.1346666667,0.5095743253,3.7500,2,7,1,0,0,1,0,1
East,"United States",Ohio,Springfield,1,19,19,36,5613.167000,211,-1419.090400,295.4298421053,-26.5963660166,4.0526,0,7,0,1,2,0,2,10
East,"United States",Ohio,Toledo,1,15,15,32,4459.795000,122,-339.996800,316.9445000000,-7.5992484489,3.4667,0,6,1,0,0,1,0,8
East,"United States",Ohio,Troy,1,8,8,14,3180.535000,55,-877.803400,397.5668750000,-25.4669193417,3.6250,1,6,0,0,1,0,1,6
East,"United States",Pennsylvania,Allentown,1,2,2,7,853.252000,20,-226.450400,426.6260000000,-26.5396858138,4.5000,4,5,0,0,0,0,0,1
East,"United States",Pennsylvania,Altoona,1,1,1,2,20.451000,9,2.204400,20.4510000000,NULL,1.0000,1,1,0,0,1,0,1,0
East,"United States",Pennsylvania,Bethlehem,1,2,2,5,1689.634000,18,-1003.806800,844.8170000000,-9.4424552430,1.5000,1,2,0,0,1,0,1,1
East,"United States",Pennsylvania,Chester,1,4,4,16,1968.479000,55,40.372000,492.1197500000,4.7102411096,3.7500,3,5,0,0,1,0,1,1
East,"United States",Pennsylvania,Lancaster,1,8,7,10,1211.395000,35,-168.887600,151.4243750000,-13.9415797490,4.0000,2,6,0,0,0,0,0,5
East,"United States",Pennsylvania,Philadelphia,4,265,239,537,104975.016600,4559,-13019.678200,379.1654008475,-10.4904010180,3.8943,0,7,29,12,26,29,24,127
East,"United States",Pennsylvania,Reading,1,4,4,5,873.712000,332,-238.372200,218.4280000000,-41.8349502977,3.5000,2,6,0,0,1,0,1,1
East,"United States",Pennsylvania,York,1,2,2,5,817.978000,19,-102.169200,408.9890000000,-12.4904581786,4.5000,4,5,0,0,0,0,0,2
East,"United States","Rhode Island",Cranston,1,5,5,16,4022.696000,52,637.497700,713.7340000000,24.2253731782,2.4000,1,4,1,0,0,1,0,1
East,"United States","Rhode Island",Providence,1,13,13,31,15908.230000,118,5408.397900,1099.9066666667,35.5581957654,4.0769,2,7,1,0,1,1,1,1
East,"United States","Rhode Island",Warwick,1,4,4,5,2314.880000,12,711.263200,771.6266666667,31.8197277592,2.7500,2,5,1,1,1,1,1,1
East,"United States","Rhode Island",Woonsocket,1,3,3,4,195.550000,15,78.679100,65.1833333333,40.2347737152,3.0000,2,4,0,0,0,0,0,0
East,"United States",Vermont,Burlington,1,6,5,11,8929.370000,208,2066.178300,1488.2283333333,25.1538292974,3.8333,2,5,0,0,1,0,1,0
East,"United States","West Virginia",Wheeling,1,2,2,4,1209.824000,18,185.921600,604.9120000000,15.3676567831,2.0000,0,4,0,0,0,0,0,1
South,"United States",Alabama,Auburn,1,3,3,6,1766.830000,16,452.607100,588.9433333333,25.6169014563,4.0000,3,5,0,0,0,0,0,0
South,"United States",Alabama,Decatur,1,7,7,13,3338.940000,49,683.948900,434.7260000000,28.5499994779,5.4286,3,7,2,1,1,2,1,0
South,"United States",Alabama,Florence,1,3,3,5,1992.370000,24,248.658900,996.1850000000,12.3580810793,3.3333,2,4,1,0,0,1,0,0
South,"United States",Alabama,Hoover,1,2,2,4,525.850000,15,14.540400,262.9250000000,2.2065100751,3.5000,2,5,0,0,1,0,1,0
South,"United States",Alabama,Huntsville,1,7,7,10,2484.370000,40,959.138800,354.9100000000,37.9830159331,3.8571,0,6,0,0,1,0,1,0
South,"United States",Alabama,Mobile,1,4,4,11,5437.070000,50,-3422.736200,1721.3866666667,-68.2460884248,3.5000,3,4,1,1,1,1,1,1
South,"United States",Alabama,Montgomery,1,6,6,10,1969.200000,48,709.532100,262.2225000000,16.7956697080,4.1667,2,6,2,0,0,2,0,0
South,"United States",Alabama,Tuscaloosa,1,2,2,2,175.700000,9,51.010400,87.8500000000,29.0326693227,5.5000,4,7,0,0,0,0,0,0
South,"United States",Arkansas,Conway,1,1,1,1,301.960000,2,45.294000,301.9600000000,15.0000000000,7.0000,7,7,0,0,0,0,0,0
South,"United States",Arkansas,Fayetteville,1,8,8,14,3723.370000,51,1676.563900,531.9100000000,45.0174906390,4.0000,1,6,1,0,1,1,1,0
South,"United States",Arkansas,"Hot Springs",1,2,2,4,245.830000,15,62.083800,122.9150000000,25.2547695562,6.0000,5,7,0,0,0,0,0,0
South,"United States",Arkansas,Jonesboro,1,5,5,11,2915.320000,53,628.629900,583.0640000000,27.6138765649,4.2000,0,7,0,0,1,0,1,0
South,"United States",Arkansas,"Little Rock",1,6,6,24,3487.450000,80,1154.669100,576.2960000000,30.3268945125,4.1667,1,7,2,2,0,1,0,0
South,"United States",Arkansas,"Pine Bluff",1,1,1,2,212.910000,7,70.204800,212.9100000000,32.9739326476,2.0000,2,2,0,0,0,0,0,0
South,"United States",Arkansas,Rogers,1,1,1,1,40.410000,9,18.588600,40.4100000000,46.0000000000,5.0000,5,5,0,0,0,0,0,0
South,"United States",Arkansas,Springdale,1,1,1,1,4.300000,2,1.419000,4.3000000000,33.0000000000,4.0000,4,4,0,0,0,0,0,0
South,"United States",Arkansas,Texarkana,1,2,2,2,654.240000,11,-99.218400,327.1200000000,-15.1654438738,4.0000,4,4,0,0,0,0,0,1
South,"United States",Florida,Apopka,1,3,3,7,904.554000,31,3.997600,301.5180000000,4.8938249030,2.6667,0,4,0,0,1,0,1,1
South,"United States",Florida,"Boca Raton",1,2,2,3,63.008000,8,-22.645600,31.5040000000,-35.9408329101,2.5000,2,3,0,0,0,0,0,1
South,"United States",Florida,"Boynton Beach",1,4,4,10,469.585000,265,50.661500,117.3962500000,10.7885686297,3.5000,0,5,0,0,0,0,0,0
South,"United States",Florida,"Coral Gables",1,1,1,2,64.248000,6,22.357800,64.2480000000,34.7992155398,4.0000,4,4,0,0,0,0,0,0
South,"United States",Florida,"Coral Springs",1,4,4,8,510.640000,179,31.721200,168.6773333333,6.2721755369,2.7500,0,6,1,0,2,1,2,0
South,"United States",Florida,"Daytona Beach",1,2,2,4,272.331500,10,24.272200,136.1657500000,30.4964702271,5.0000,4,6,0,0,1,0,1,0
South,"United States",Florida,"Delray Beach",1,2,2,3,242.536000,11,25.832800,121.2680000000,11.1049590756,3.0000,3,3,0,0,1,0,1,0
South,"United States",Florida,Deltona,1,4,4,5,893.240000,19,122.134400,223.3100000000,13.6731897362,5.2500,4,6,0,0,0,0,0,0
South,"United States",Florida,"Fort Lauderdale",1,12,12,15,4451.325500,63,215.944700,433.4565500000,10.2719789082,4.8333,2,7,2,1,2,2,2,5
South,"United States",Florida,Hialeah,1,10,10,18,2248.028000,76,-187.682700,268.5228571429,-10.8779707654,3.8000,1,6,3,0,2,3,2,3
South,"United States",Florida,Hollywood,1,8,8,11,1070.474000,44,108.201200,133.8092500000,10.1077840284,4.6250,2,7,0,0,0,0,0,1
South,"United States",Florida,Homestead,1,2,2,3,132.552000,5,22.329100,66.2760000000,16.8455398636,2.5000,0,5,0,0,0,0,0,0
South,"United States",Florida,Jacksonville,1,38,38,75,37991.280000,643,-2504.672000,1103.1317647059,3.3462367291,3.8158,0,6,4,0,6,4,6,12
South,"United States",Florida,Jupiter,1,1,1,1,2.064000,1,0.154800,2.0640000000,7.5000000000,5.0000,5,5,0,0,0,0,0,0
South,"United States",Florida,Kissimmee,1,1,1,1,751.984000,2,84.598200,751.9840000000,11.2500000000,4.0000,4,4,0,0,0,0,0,0
South,"United States",Florida,Lakeland,1,6,6,22,5606.886500,72,-257.716300,934.4810833333,-5.3894657807,2.3333,0,5,0,1,1,0,1,3
South,"United States",Florida,Margate,1,1,1,1,15.552000,3,2.332800,15.5520000000,15.0000000000,5.0000,5,5,0,0,0,0,0,0
South,"United States",Florida,Melbourne,1,1,1,1,95.616000,2,9.561600,95.6160000000,10.0000000000,4.0000,4,4,0,0,0,0,0,0
South,"United States",Florida,Miami,3,34,34,57,7243.874000,210,-1783.151900,199.4862000000,-35.3953029976,3.7353,0,7,4,1,3,4,3,13
South,"United States",Florida,Miramar,1,3,3,8,1531.192000,41,-1123.055000,510.3973333333,-73.3451454814,4.6667,4,5,0,0,0,0,0,2
South,"United States",Florida,"North Miami",1,2,2,2,22.128000,6,3.079800,11.0640000000,13.9181127983,3.5000,2,5,0,0,0,0,0,1
South,"United States",Florida,Orlando,1,6,6,11,1495.312000,39,61.262000,233.2048000000,15.5107109593,4.6667,4,6,1,0,2,1,2,1
South,"United States",Florida,"Ormond Beach",1,1,1,1,2.808000,3,-1.965600,2.8080000000,-70.0000000000,6.0000,6,6,0,0,0,0,0,1
South,"United States",Florida,"Palm Coast",1,3,3,5,264.618000,20,17.655200,15.9410000000,9.9209585346,4.0000,3,5,1,0,0,1,0,1
South,"United States",Florida,"Pembroke Pines",1,4,4,14,1508.383500,47,-72.449100,200.8925000000,-19.9945078421,5.2500,4,7,1,0,0,1,0,2
South,"United States",Florida,Pensacola,1,1,1,1,2.214000,3,-1.476000,2.2140000000,-66.6666666667,2.0000,2,2,0,0,0,0,0,1
South,"United States",Florida,Plantation,1,3,3,11,1436.836000,45,12.039100,478.9453333333,0.8378896408,4.0000,0,7,0,0,0,0,0,1
South,"United States",Florida,"Pompano Beach",1,2,2,3,26.056000,12,15.006500,26.0560000000,26.7059410500,5.5000,5,6,1,0,0,1,0,0
South,"United States",Florida,"Port Orange",1,1,1,1,7.824000,1,2.934000,7.8240000000,37.5000000000,2.0000,2,2,0,0,0,0,0,0
South,"United States",Florida,"Port Saint Lucie",1,3,3,3,248.950000,11,4.449000,82.9833333333,1.7871058445,3.3333,3,4,0,0,0,0,0,1
South,"United States",Florida,"Saint Petersburg",1,6,6,14,1690.792000,53,151.982300,281.7986666667,8.9888229895,5.5000,2,7,0,0,0,0,0,0
South,"United States",Florida,Sanford,1,1,1,2,4.842000,9,-11.827200,NULL,NULL,4.0000,4,4,1,0,0,1,0,1
South,"United States",Florida,Tallahassee,1,9,9,17,7089.293000,89,392.711600,332.5406250000,1.2842641407,4.5556,3,6,1,0,0,1,0,4
South,"United States",Florida,Tamarac,1,2,2,4,1413.510000,15,-376.212100,706.7550000000,-73.3333333333,2.0000,2,2,0,0,1,0,1,1
South,"United States",Florida,Tampa,1,14,14,36,4938.008500,342,-355.244200,266.1715384615,-0.9937310328,3.8571,0,6,1,0,3,1,3,6
South,"United States",Florida,"West Palm Beach",1,3,3,3,141.328000,11,31.609200,47.1093333333,22.3658439941,4.3333,4,5,0,0,0,0,0,0
South,"United States",Georgia,Athens,1,5,5,8,1720.810000,30,464.976400,344.1620000000,26.9302239344,3.0000,0,6,0,0,2,0,2,0
South,"United States",Georgia,Atlanta,1,17,17,39,17151.100000,156,6993.662900,674.0668750000,35.2486789608,4.0000,0,7,1,0,0,1,0,0
South,"United States",Georgia,Columbus,1,40,37,68,13840.910000,246,4087.013900,353.1283783784,26.2730421139,4.2000,2,7,3,3,1,3,1,0
South,"United States",Georgia,"East Point",1,1,1,3,268.400000,7,102.013800,268.4000000000,38.0081222057,6.0000,6,6,0,0,0,0,0,0
South,"United States",Georgia,Macon,1,4,4,6,221.610000,19,144.853500,71.4833333333,41.3750058289,2.7500,1,5,1,1,0,1,0,0
South,"United States",Georgia,Marietta,1,3,3,7,1675.320000,30,512.145600,132.4650000000,30.5527120371,2.3333,0,4,1,1,0,1,0,0
South,"United States",Georgia,Roswell,1,9,9,18,6652.320000,64,2405.529500,739.1466666667,36.6887215071,4.3333,2,7,0,0,2,0,1,0
South,"United States",Georgia,"Sandy Springs",1,4,4,14,1638.110000,284,520.589100,490.7266666667,24.0710103384,3.5000,1,7,2,0,0,1,0,0
South,"United States",Georgia,Smyrna,1,5,5,17,2371.470000,60,765.106900,78.7000000000,39.2626169939,4.2000,0,6,1,0,1,1,1,0
South,"United States",Georgia,"Warner Robins",1,2,2,2,434.800000,10,53.688400,217.4000000000,12.3478380865,5.0000,5,5,0,0,0,0,0,0
South,"United States",Georgia,Woodstock,1,1,1,2,286.650000,16,104.878800,286.6500000000,36.5877551020,1.0000,1,1,0,0,0,0,0,0
